"","Strain","Rep","Position","Temperature","Date","ConcCellmL"
"733",914,2,7,17.8,"2022-05-05",15351.812343736
"734",914,3,7,17.8,"2022-05-05",14411.8821675987
"735",914,1,7,17.8,"2022-05-06",33462.4912517699
"736",914,2,7,17.8,"2022-05-06",32816.9822634519
"737",914,3,7,17.8,"2022-05-06",31200.2302899766
"738",914,1,7,17.8,"2022-05-07",62563.775576795
"739",914,2,7,17.8,"2022-05-07",60404.3485784393
"740",914,3,7,17.8,"2022-05-07",62266.5798804799
"741",914,1,7,17.8,"2022-05-09",210057.690714034
"742",914,2,7,17.8,"2022-05-09",215549.67602633
"743",914,3,7,17.8,"2022-05-09",263263.891297664
"744",914,1,10,21,"2022-05-04_3",44247.6743991206
"745",914,2,10,21,"2022-05-04_3",35723.8477302335
"746",914,3,10,21,"2022-05-04_3",38537.0204887085
"747",914,1,10,21,"2022-05-05",50243.6693473951
"748",914,2,10,21,"2022-05-05",27651.0024246642
"749",914,3,10,21,"2022-05-05",47573.7512781724
"750",914,1,10,21,"2022-05-06",141527.121072863
"751",914,2,10,21,"2022-05-06",82075.8330316582
"752",914,3,10,21,"2022-05-06",132380.952380952
"753",914,1,10,21,"2022-05-07",255659.397842064
"754",914,2,10,21,"2022-05-07",158903.154633544
"755",914,3,10,21,"2022-05-07",237229.437753921
"756",914,1,10,21,"2022-05-09",1436240.6195262
"757",914,2,10,21,"2022-05-09",817326.027803372
"758",914,3,10,21,"2022-05-09",1044215.94214335
"759",914,1,13,24,"2022-05-04_3",32291.4669740098
"760",914,2,13,24,"2022-05-04_3",40230.7069656498
"761",914,3,13,24,"2022-05-04_3",36017.9326991972
"762",914,1,13,24,"2022-05-04_2",1617678.58749876
"763",914,2,13,24,"2022-05-04_2",1409849.56969646
"764",914,3,13,24,"2022-05-04_2",1546066.17238798
"765",914,1,13,24,"2022-05-05",37242.9623965231
"766",914,2,13,24,"2022-05-05",35845.3691444835
"767",914,3,13,24,"2022-05-05",37571.0306406685
"768",914,1,13,24,"2022-05-06",117567.374319874
"769",914,2,13,24,"2022-05-06",118315.22176488
"770",914,3,13,24,"2022-05-06",103154.07223681
"771",914,1,13,24,"2022-05-07",178313.691766405
"772",914,2,13,24,"2022-05-07",176893.835137156
"773",914,3,13,24,"2022-05-07",180296.358394017
"774",914,1,13,24,"2022-05-09",1094871.05469296
"775",914,2,13,24,"2022-05-09",901526.283121213
"776",914,3,13,24,"2022-05-09",1075166.6211446
"777",914,1,16,27.1,"2022-05-04_3",37459.9634093074
"778",914,2,16,27.1,"2022-05-04_3",34794.438226959
"779",914,3,16,27.1,"2022-05-04_3",33180.3404586766
"780",914,1,16,27.1,"2022-05-05",34477.2545889864
"781",914,2,16,27.1,"2022-05-05",39117.5439655315
"782",914,3,16,27.1,"2022-05-05",34381.4844373504
"783",914,1,16,27.1,"2022-05-06",124068.703874092
"784",914,2,16,27.1,"2022-05-06",118127.572723353
"785",914,3,16,27.1,"2022-05-06",112624.805726483
"786",914,1,16,27.1,"2022-05-07",171513.029784711
"787",914,2,16,27.1,"2022-05-07",188606.390333018
"788",914,3,16,27.1,"2022-05-07",168042.42885169
"789",914,1,16,27.1,"2022-05-09",796658.813830104
"790",914,2,16,27.1,"2022-05-09",797051.810870857
"791",914,3,16,27.1,"2022-05-09",844363.30571354
"792",914,1,19,29.5,"2022-04-26_2",27269.2625178148
"793",914,2,19,29.5,"2022-04-26_2",12729.6545886213
"794",914,3,19,29.5,"2022-04-26_2",19128.4645271831
"795",914,1,19,29.5,"2022-04-27",16530.8165588713
"796",914,2,19,29.5,"2022-04-27",12423.4750967612
"797",914,3,19,29.5,"2022-04-27",13620.0373530814
"798",914,1,19,29.5,"2022-04-28",31048.8306834379
"799",914,2,19,29.5,"2022-04-28",16467.7005694703
"800",914,3,19,29.5,"2022-04-28",18949.2921786716
"801",914,1,19,29.5,"2022-04-29",53975.673799241
"802",914,2,19,29.5,"2022-04-29",26663.2687022286
"803",914,3,19,29.5,"2022-04-29",33658.1887864732
"804",914,1,19,29.5,"2022-05-03",560300.75079803
"805",914,2,19,29.5,"2022-05-03",310299.461007105
"806",914,3,19,29.5,"2022-05-03",386057.987987234
"807",914,1,19,29.5,"2022-05-04",353618.217133858
"808",914,2,19,29.5,"2022-05-04",178013.707914821
"809",914,3,19,29.5,"2022-05-04",241421.348893303
"810",3492,1,5,15.6,"2022-02-23_2",3341.09547094702
"811",3492,2,5,15.6,"2022-02-23_2",7682.16548809411
"812",3492,3,5,15.6,"2022-02-23_2",2829.4221645859
"813",3492,1,5,15.6,"2022-02-24",2203.15912783242
"814",3492,2,5,15.6,"2022-02-24",6634.11560526953
"815",3492,3,5,15.6,"2022-02-24",2295.66215774032
"816",3492,1,5,15.6,"2022-03-01",8155.95465346108
"817",3492,2,5,15.6,"2022-03-01",16921.8065100067
"818",3492,3,5,15.6,"2022-03-01",6177.60617170886
"819",3492,1,5,15.6,"2022-03-02",11374.0469970176
"820",3492,2,5,15.6,"2022-03-02",19007.2504486225
"821",3492,3,5,15.6,"2022-03-02",8962.21159062397
"822",3492,1,5,15.6,"2022-03-03",13394.9411666069
"823",3492,2,5,15.6,"2022-03-03",19889.0801067681
"824",3492,3,5,15.6,"2022-03-03",6714.06255838707
"825",3492,1,5,15.6,"2022-03-04",20328.9958166525
"826",3492,2,5,15.6,"2022-03-04",33136.6217781549
"827",3492,3,5,15.6,"2022-03-04",13517.3244432587
"828",3492,1,5,15.6,"2022-03-07",37376.9371409443
"829",3492,2,5,15.6,"2022-03-07",49727.8496944667
"830",3492,3,5,15.6,"2022-03-07",20236.5057915138
"831",3492,1,5,15.6,"2022-03-08",37594.3428470095
"832",3492,2,5,15.6,"2022-03-08",70137.4659878113
"833",3492,3,5,15.6,"2022-03-08",22945.0255479717
"834",3492,1,5,15.6,"2022-03-09",50480.3884279406
"835",3492,2,5,15.6,"2022-03-09",86923.1129372499
"836",3492,3,5,15.6,"2022-03-09",36293.6069455406
"837",3492,1,8,19.7,"2022-04-27",18158.0207501995
"838",3492,2,8,19.7,"2022-04-27",14969.6560992861
"839",3492,3,8,19.7,"2022-04-27",19451.3953944275
"840",3492,1,8,19.7,"2022-04-28",22613.089318133
"841",3492,2,8,19.7,"2022-04-28",27123.0779220059
"842",3492,3,8,19.7,"2022-04-28",26598.6773679284
"843",3492,1,8,19.7,"2022-04-29",43837.3630718071
"844",3492,2,8,19.7,"2022-04-29",45324.1537048466
"845",3492,3,8,19.7,"2022-04-29",67008.4709547363
"846",3492,1,8,19.7,"2022-05-03",430815.527889944
"847",3492,2,8,19.7,"2022-05-03",426335.401897989
"848",3492,3,8,19.7,"2022-05-03",473989.309935682
"849",3492,1,8,19.7,"2022-05-04_2",436021.177767382
"850",3492,2,8,19.7,"2022-05-04_2",562495.735804881
"851",3492,3,8,19.7,"2022-05-04_2",586671.391503298
"852",3492,1,11,22,"2022-04-20",21144.3470846419
"853",3492,2,11,22,"2022-04-20",14148.800789802
"854",3492,3,11,22,"2022-04-20",17075.8554769078
"855",3492,1,11,22,"2022-04-21",31742.4906888465
"856",3492,2,11,22,"2022-04-21",18402.3715851536
"857",3492,3,11,22,"2022-04-21",14942.6020169597
"858",3492,1,11,22,"2022-04-25",414600.178761987
"859",3492,2,11,22,"2022-04-25",325018.58215694
"860",3492,3,11,22,"2022-04-25",193838.961038961
"861",3492,1,11,22,"2022-04-26",757109.61875595
"862",3492,2,11,22,"2022-04-26",634559.52317961
"863",3492,3,11,22,"2022-04-26",511575.12321483
"864",3492,1,14,25,"2022-05-04_3",31725.4795960345
"865",3492,2,14,25,"2022-05-04_3",26564.1872465645
"866",3492,3,14,25,"2022-05-04_3",23023.4231599165
"867",3492,1,14,25,"2022-05-05",29248.2958870413
"868",3492,2,14,25,"2022-05-05",16047.9771814086
"869",3492,3,14,25,"2022-05-05",11709.654261174
"870",3492,1,14,25,"2022-05-06",63714.2857142857
"871",3492,2,14,25,"2022-05-06",56450.1778880471
"872",3492,3,14,25,"2022-05-06",38223.4185365552
"873",3492,1,14,25,"2022-05-07",120824.135450197
"874",3492,2,14,25,"2022-05-07",57862.6367255586
"875",3492,3,14,25,"2022-05-07",27003.8947578458
"876",3492,1,14,25,"2022-05-09",471442.852532357
"877",3492,2,14,25,"2022-05-09",357741.531596409
"878",3492,3,14,25,"2022-05-09",256696.639906485
"879",3492,1,17,27.8,"2022-04-20",6255.81468683264
"880",3492,2,17,27.8,"2022-04-20",4323.01463873356
"881",3492,3,17,27.8,"2022-04-20",6514.82541723685
"882",3492,1,17,27.8,"2022-04-21",11310.9882639858
"883",3492,2,17,27.8,"2022-04-21",9118.33508597817
"884",3492,3,17,27.8,"2022-04-21",15205.5059000703
"885",3492,1,17,27.8,"2022-04-25",304751.703202614
"886",3492,2,17,27.8,"2022-04-25",176311.030608386
"887",3492,3,17,27.8,"2022-04-25",402207.234276513
"888",3492,1,17,27.8,"2022-04-26",561589.237607792
"889",3492,2,17,27.8,"2022-04-26",483178.725537173
"890",3492,3,17,27.8,"2022-04-26",756400.169969149
"891",3492,1,20,30.3,"2022-04-18",6116.95307274334
"892",3492,2,20,30.3,"2022-04-18",3163.59627938563
"893",3492,3,20,30.3,"2022-04-18",4427.68908973834
"894",3492,1,20,30.3,"2022-04-20",27187.4999565937
"895",3492,2,20,30.3,"2022-04-20",13757.3254238396
"896",3492,3,20,30.3,"2022-04-20",23787.8331004301
"897",3492,1,20,30.3,"2022-04-21",32231.3258711835
"898",3492,2,20,30.3,"2022-04-21",31037.273299719
"899",3492,3,20,30.3,"2022-04-21",42417.8762459124
"900",3492,1,20,30.3,"2022-04-25",395240.618448069
"901",3492,2,20,30.3,"2022-04-25",441003.272278504
"902",3492,3,20,30.3,"2022-04-25",474164.130193935
"903",3492,1,20,30.3,"2022-04-26",541984.390071726
"904",3492,2,20,30.3,"2022-04-26",719107.150000831
"905",3492,3,20,30.3,"2022-04-26",592585.754414048
"906",375,1,3,12.8,"2022-02-18",26135.8938914079
"907",375,2,3,12.8,"2022-02-18",24730.6163471562
"908",375,3,3,12.8,"2022-02-18",19169.8137381699
"909",375,1,3,12.8,"2022-02-21",128920.520754541
"910",375,2,3,12.8,"2022-02-21",52219.1401601375
"911",375,1,3,12.8,"2022-02-22",111851.98122302
"912",375,2,3,12.8,"2022-02-22",88829.9178932296
"913",375,3,3,12.8,"2022-02-22",43279.4976309146
"914",375,1,3,12.8,"2022-02-23",79093.0250104305
"915",375,2,3,12.8,"2022-02-23",66038.3446817567
"916",375,3,3,12.8,"2022-02-23",49780.0726133822
"917",375,1,3,12.8,"2022-02-24",144951.968071788
"918",375,2,3,12.8,"2022-02-24",105736.98143547
"919",375,3,3,12.8,"2022-02-24",56147.1381599528
"920",375,1,6,16.7,"2022-04-18",7864.04959499198
"921",375,2,6,16.7,"2022-04-18",16695.8515057554
"922",375,3,6,16.7,"2022-04-18",7543.08628147843
"923",375,1,6,16.7,"2022-04-20",11874.7510348034
"924",375,2,6,16.7,"2022-04-20",28246.3185747082
"925",375,3,6,16.7,"2022-04-20",16326.5306487946
"926",375,1,6,16.7,"2022-04-21",10320.9565797986
"927",375,2,6,16.7,"2022-04-21",32350.0758431718
"928",375,3,6,16.7,"2022-04-21",17936.846137267
"929",375,1,6,16.7,"2022-04-25",30085.0186686443
"930",375,2,6,16.7,"2022-04-25",118723.565456492
"931",375,3,6,16.7,"2022-04-25",65777.8345284558
"932",375,1,6,16.7,"2022-04-26",35697.5015090077
"933",375,2,6,16.7,"2022-04-26",116414.353934965
"934",375,3,6,16.7,"2022-04-26",101360.468344576
"935",375,1,6,16.7,"2022-04-27",58916.0588598159
"936",375,2,6,16.7,"2022-04-27",261087.866369239
"937",375,3,6,16.7,"2022-04-27",123793.677401096
"938",375,1,6,16.7,"2022-04-28",77882.2333405374
"939",375,2,6,16.7,"2022-04-28",316223.106159989
"940",375,3,6,16.7,"2022-04-28",172440.899613689
"941",375,1,9,20.1,"2022-04-27",40554.2283587571
"942",375,2,9,20.1,"2022-04-27",30709.5995069965
"943",375,3,9,20.1,"2022-04-27",26238.2864485441
"944",375,1,9,20.1,"2022-04-28",66471.914555714
"945",375,2,9,20.1,"2022-04-28",45197.5956535201
"946",375,3,9,20.1,"2022-04-28",27582.698780878
"947",375,1,9,20.1,"2022-04-29",119531.058545357
"948",375,2,9,20.1,"2022-04-29",108403.921264269
"949",375,3,9,20.1,"2022-04-29",75387.3781361995
"950",375,1,9,20.1,"2022-05-03",1105569.01917751
"951",375,2,9,20.1,"2022-05-03",886253.368788991
"952",375,3,9,20.1,"2022-05-03",748723.965239327
"953",375,1,9,20.1,"2022-05-04",1700351.43063571
"954",375,2,9,20.1,"2022-05-04",1341314.7176357
"955",375,3,9,20.1,"2022-05-04",1096282.63834179
"956",375,1,12,23,"2022-04-28_2",34692.0521117179
"957",375,2,12,23,"2022-04-28_2",45200.3698731301
"958",375,3,12,23,"2022-04-28_2",64485.8031867821
"959",375,1,12,23,"2022-04-29",28513.9021747602
"960",375,2,12,23,"2022-04-29",44293.1887591723
"961",375,3,12,23,"2022-04-29",45225.8414534575
"962",375,1,12,23,"2022-05-03",471870.397784178
"963",375,2,12,23,"2022-05-03",726455.989932397
"964",375,3,12,23,"2022-05-03",701520.279514211
"965",375,1,12,23,"2022-05-04",923406.031156721
"966",375,2,12,23,"2022-05-04",1239680.1356357
"967",375,3,12,23,"2022-05-04",1274752.3644046
"968",375,1,12,23,"2022-05-05",1348561.96745394
"969",375,2,12,23,"2022-05-05",1381411.9346855
"970",375,3,12,23,"2022-05-05",1442584.80298603
"971",375,1,12,23,"2022-05-06",1740099.9725322
"972",375,2,12,23,"2022-05-06",1702053.30831143
"973",375,3,12,23,"2022-05-06",1706878.30185421
"974",375,1,15,25.9,"2022-04-20",8520.34504830194
"975",375,2,15,25.9,"2022-04-20",9649.24977911783
"976",375,3,15,25.9,"2022-04-20",14151.4860826987
"977",375,1,15,25.9,"2022-04-21",12345.4805733733
"978",375,2,15,25.9,"2022-04-21",23349.5215356302
"979",375,3,15,25.9,"2022-04-21",26468.0497055858
"980",375,1,15,25.9,"2022-04-25",326902.69186049
"981",375,2,15,25.9,"2022-04-25",290363.956823431
"982",375,3,15,25.9,"2022-04-25",410436.91009873
"983",375,1,15,25.9,"2022-04-26",700944.047939548
"984",375,2,15,25.9,"2022-04-26",538219.294705697
"985",375,3,15,25.9,"2022-04-26",942348.746985935
"986",375,1,18,28.6,"2022-04-18",20058.1255254306
"987",375,2,18,28.6,"2022-04-18",12564.6403328836
"988",375,3,18,28.6,"2022-04-18",13395.8687953908
"989",375,1,18,28.6,"2022-04-20",42800
"990",375,2,18,28.6,"2022-04-20",31106.4519829966
"991",375,3,18,28.6,"2022-04-20",30098.7314821317
"992",375,1,18,28.6,"2022-04-21",68070.8792901109
"993",375,2,18,28.6,"2022-04-21",51796.6404151251
"994",375,3,18,28.6,"2022-04-21",53456.6327099588
"995",375,1,18,28.6,"2022-04-25",522845.256162736
"996",375,2,18,28.6,"2022-04-25",395396.955778012
"997",375,3,18,28.6,"2022-04-25",353139.60521228
"998",375,1,18,28.6,"2022-04-26",779748.278948192
"999",375,2,18,28.6,"2022-04-26",644733.044991826
"1000",375,3,18,28.6,"2022-04-26",643104.463802449
"1001",874,1,1,7.8,"5/19/21",171817.106819078
"1002",874,2,1,7.8,"5/19/21",182378.262039279
"1003",874,3,1,7.8,"5/19/21",220150.65913371
"1004",874,1,1,7.8,"5/20/21",186955.205811138
"1005",874,2,1,7.8,"5/20/21",207723.97094431
"1006",874,3,1,7.8,"5/20/21",215222.257755037
"1007",874,1,1,7.8,"5/21/21",228562.460765851
"1008",874,2,1,7.8,"5/21/21",213182.674199623
"1009",874,3,1,7.8,"5/21/21",223867.741039178
"1010",874,1,1,7.8,"5/24/21",234300.488365412
"1011",874,2,1,7.8,"5/24/21",303416.733925209
"1012",874,3,1,7.8,"5/24/21",263964.627855564
"1013",874,1,1,7.8,"5/25/21",239693.821760525
"1014",874,2,1,7.8,"5/25/21",260622.24286046
"1015",874,3,1,7.8,"5/25/21",307946.651847736
"1016",874,1,1,7.8,"5/26/21",280480.225988701
"1017",874,2,1,7.8,"5/26/21",272269.303201507
"1018",874,3,1,7.8,"5/26/21",349306.625577812
"1019",874,1,4,11,"5/5/21",300236.499802917
"1020",874,2,4,11,"5/5/21",258474.576271186
"1021",874,3,4,11,"5/5/21",366101.694915254
"1022",874,1,4,11,"5/7/21",592542.372881356
"1023",874,2,4,11,"5/7/21",598261.625380269
"1024",874,3,4,11,"5/7/21",640330.291177749
"1025",874,1,4,11,"5/8/21",847058.823529412
"1026",874,2,4,11,"5/8/21",803595.274781715
"1027",874,3,4,11,"5/8/21",964036.016949153
"1028",874,1,4,11,"5/10/21",1539593.22033898
"1029",874,2,4,11,"5/10/21",1476140.8083442
"1030",874,3,4,11,"5/10/21",1674788.13559322
"1031",874,1,4,11,"5/12/21",1954963.68038741
"1032",874,2,4,11,"5/12/21",1953107.34463277
"1033",874,3,4,11,"5/12/21",2175111.50758252
"1034",874,1,7,14,"5/5/21",438035.892323031
"1035",874,2,7,14,"5/5/21",521777.092963534
"1036",874,3,7,14,"5/5/21",467082.961641392
"1037",874,1,7,14,"5/7/21",983615.81920904
"1038",874,2,7,14,"5/7/21",976763.258611263
"1039",874,3,7,14,"5/7/21",971032.357473035
"1040",874,1,7,14,"5/8/21",1299309.4789705
"1041",874,2,7,14,"5/8/21",1418904.82398957
"1042",874,3,7,14,"5/8/21",1353268.76513317
"1043",874,1,7,14,"5/10/21",2020084.74576271
"1044",874,2,7,14,"5/10/21",2168331.84656557
"1045",874,3,7,14,"5/10/21",2059745.76271186
"1046",874,1,7,14,"5/12/21",2297363.46516008
"1047",874,2,7,14,"5/12/21",2302165.72504708
"1048",874,3,7,14,"5/12/21",2320809.79284369
"1049",874,1,10,20,"5/5/21",548236.371965186
"1050",874,2,10,20,"5/5/21",422816.166883964
"1051",874,3,10,20,"5/5/21",570407.695831425
"1052",874,1,10,20,"5/7/21",1303272.93980129
"1053",874,2,10,20,"5/7/21",1138928.37616184
"1054",874,3,10,20,"5/7/21",1144173.72881356
"1055",874,1,10,20,"5/8/21",1793220.33898305
"1056",874,2,10,20,"5/8/21",1564732.72490222
"1057",874,3,10,20,"5/8/21",1511424.98430634
"1058",874,1,10,20,"5/10/21",2422333.00099701
"1059",874,2,10,20,"5/10/21",2296704.33145009
"1060",874,3,10,20,"5/10/21",2301129.94350282
"1061",874,1,13,23,"4/27/21",446393.378005518
"1062",874,2,13,23,"4/27/21",435932.203389831
"1063",874,3,13,23,"4/27/21",444977.263331955
"1064",874,1,13,23,"4/28/21",646093.427035965
"1065",874,2,13,23,"4/28/21",607382.297551789
"1066",874,3,13,23,"4/28/21",596720.707442889
"1067",874,1,13,23,"4/29/21",1007570.62146893
"1068",874,2,13,23,"4/29/21",890013.742556115
"1069",874,3,13,23,"4/29/21",1068802.96610169
"1070",874,1,13,23,"5/1/21",1901049.23325262
"1071",874,2,13,23,"5/1/21",1785851.1422255
"1072",874,3,13,23,"5/1/21",1753574.06042741
"1073",874,1,13,23,"5/3/21",1454779.66101695
"1074",874,2,13,23,"5/3/21",1454779.66101695
"1075",874,3,13,23,"5/3/21",1454779.66101695
"1076",874,1,13,23,"5/4/21",2330508.47457627
"1077",874,2,13,23,"5/4/21",257118.644067797
"1078",874,3,13,23,"5/4/21",300779.661016949
"1079",874,1,16,26,"5/5/21",298651.771956857
"1080",874,2,16,26,"5/5/21",277314.211212516
"1081",874,3,16,26,"5/5/21",316862.233811386
"1082",874,1,16,26,"5/7/21",641646.489104116
"1083",874,2,16,26,"5/7/21",550456.323337679
"1084",874,3,16,26,"5/7/21",642143.838754008
"1085",874,1,16,26,"5/8/21",1052074.8100526
"1086",874,2,16,26,"5/8/21",932531.437944232
"1087",874,3,16,26,"5/8/21",917723.97094431
"1088",874,1,16,26,"5/10/21",1288077.14786674
"1089",874,2,16,26,"5/10/21",1363590.70935342
"1090",874,3,16,26,"5/10/21",1297603.74050263
"1091",874,1,16,26,"5/12/21",1418709.25684485
"1092",874,2,16,26,"5/12/21",1477118.6440678
"1093",874,3,16,26,"5/12/21",1583322.03389831
"1094",874,1,19,28,"4/12/21",549905.838041431
"1095",874,2,19,28,"4/12/21",584695.91226321
"1096",874,3,19,28,"4/12/21",630998.116760829
"1097",874,1,19,28,"5/21/21",38615.8192090396
"1098",874,2,19,28,"5/21/21",28728.813559322
"1099",874,3,19,28,"5/21/21",26610.1694915254
